epoch	train_mse	test_mse	test_accuracy
8389	0.213509	0.210799	0.6942
8390	0.213509	0.210799	0.6942
8391	0.213509	0.210799	0.6942
8392	0.213509	0.210799	0.6942
8393	0.213509	0.210799	0.6942
8394	0.213509	0.210799	0.6942
8395	0.213509	0.210799	0.6942
8396	0.213509	0.210799	0.6942
8397	0.213509	0.210799	0.6942
8398	0.213509	0.210799	0.6942
8399	0.213509	0.210799	0.6942
8400	0.213509	0.210799	0.6942
8401	0.213509	0.210799	0.6942
8402	0.213509	0.210799	0.6942
8403	0.213509	0.210799	0.6942
8404	0.213509	0.210799	0.6942
8405	0.213509	0.210799	0.6942
8406	0.213509	0.210799	0.6942
8407	0.213509	0.210799	0.6942
8408	0.213509	0.210799	0.6942
8409	0.213509	0.210799	0.6942
8410	0.213509	0.210799	0.6942
8411	0.213509	0.210799	0.6942
8412	0.213509	0.210799	0.6942
8413	0.213509	0.210799	0.6942
8414	0.213509	0.210799	0.6942
8415	0.213509	0.210799	0.6942
8416	0.213509	0.210799	0.6942
8417	0.213509	0.210799	0.6942
8418	0.213509	0.210799	0.6942
8419	0.213509	0.210799	0.6942
8420	0.213509	0.210799	0.6942
8421	0.213509	0.210799	0.6942
8422	0.213509	0.210799	0.6942
8423	0.213509	0.210799	0.6942
8424	0.213509	0.210798	0.6942
8425	0.213509	0.210798	0.6942
8426	0.213509	0.210798	0.6942
8427	0.213509	0.210798	0.6942
8428	0.213509	0.210798	0.6942
8429	0.213509	0.210798	0.6942
8430	0.213509	0.210798	0.6942
8431	0.213509	0.210798	0.6942
8432	0.213509	0.210798	0.6942
8433	0.213509	0.210798	0.6942
8434	0.213509	0.210798	0.6942
8435	0.213509	0.210798	0.6942
8436	0.213509	0.210798	0.6942
8437	0.213509	0.210798	0.6942
8438	0.213509	0.210798	0.6942
8439	0.213509	0.210798	0.6942
8440	0.213509	0.210798	0.6942
8441	0.213509	0.210798	0.6942
8442	0.213509	0.210798	0.6942
8443	0.213509	0.210798	0.6942
8444	0.213509	0.210798	0.6942
8445	0.213509	0.210798	0.6942
8446	0.213509	0.210798	0.6942
8447	0.213509	0.210798	0.6942
8448	0.213509	0.210798	0.6942
8449	0.213509	0.210798	0.6942
8450	0.213509	0.210798	0.6942
8451	0.213509	0.210798	0.6942
8452	0.213509	0.210798	0.6942
8453	0.213509	0.210798	0.6942
8454	0.213509	0.210798	0.6942
8455	0.213509	0.210798	0.6942
8456	0.213509	0.210798	0.6942
8457	0.213509	0.210798	0.6942
8458	0.213509	0.210798	0.6942
8459	0.213509	0.210798	0.6942
8460	0.213509	0.210798	0.6942
8461	0.213509	0.210798	0.6942
8462	0.213509	0.210798	0.6942
8463	0.213509	0.210798	0.6942
8464	0.213509	0.210798	0.6942
8465	0.213509	0.210798	0.6942
8466	0.213509	0.210798	0.6942
8467	0.213509	0.210798	0.6942
8468	0.213509	0.210798	0.6942
8469	0.213509	0.210798	0.6942
8470	0.213509	0.210798	0.6942
8471	0.213509	0.210797	0.6942
8472	0.213509	0.210797	0.6942
8473	0.213509	0.210797	0.6942
8474	0.213509	0.210797	0.6942
8475	0.213509	0.210797	0.6942
8476	0.213509	0.210797	0.6942
8477	0.213509	0.210797	0.6942
8478	0.213509	0.210797	0.6942
8479	0.213509	0.210797	0.6942
8480	0.213509	0.210797	0.6942
8481	0.213509	0.210797	0.6942
8482	0.213509	0.210797	0.6942
8483	0.213509	0.210797	0.6942
8484	0.213509	0.210797	0.6942
8485	0.213509	0.210797	0.6942
8486	0.213509	0.210797	0.6942
8487	0.213509	0.210797	0.6942
8488	0.213509	0.210797	0.6942
8489	0.213509	0.210797	0.6942
8490	0.213509	0.210797	0.6942
8491	0.213509	0.210797	0.6942
8492	0.213508	0.210797	0.6942
8493	0.213508	0.210797	0.6942
8494	0.213508	0.210797	0.6942
8495	0.213508	0.210797	0.6942
8496	0.213508	0.210797	0.6942
8497	0.213508	0.210797	0.6942
8498	0.213508	0.210797	0.6942
8499	0.213508	0.210797	0.6942
8500	0.213508	0.210797	0.6942
8501	0.213508	0.210797	0.6942
8502	0.213508	0.210797	0.6942
8503	0.213508	0.210797	0.6942
8504	0.213508	0.210797	0.6942
8505	0.213508	0.210797	0.6942
8506	0.213508	0.210797	0.6942
8507	0.213508	0.210797	0.6942
8508	0.213508	0.210797	0.6942
8509	0.213508	0.210797	0.6942
8510	0.213508	0.210797	0.6942
8511	0.213508	0.210797	0.6942
8512	0.213508	0.210797	0.6942
8513	0.213508	0.210797	0.6942
8514	0.213508	0.210797	0.6942
8515	0.213508	0.210797	0.6942
8516	0.213508	0.210797	0.6942
8517	0.213508	0.210797	0.6942
8518	0.213508	0.210797	0.6942
8519	0.213508	0.210797	0.6942
8520	0.213508	0.210796	0.6942
8521	0.213508	0.210796	0.6942
8522	0.213508	0.210796	0.6942
8523	0.213508	0.210796	0.6942
8524	0.213508	0.210796	0.6942
8525	0.213508	0.210796	0.6942
8526	0.213508	0.210796	0.6942
8527	0.213508	0.210796	0.6942
8528	0.213508	0.210796	0.6942
8529	0.213508	0.210796	0.6942
8530	0.213508	0.210796	0.6942
8531	0.213508	0.210796	0.6942
8532	0.213508	0.210796	0.6942
8533	0.213508	0.210796	0.6942
8534	0.213508	0.210796	0.6942
8535	0.213508	0.210796	0.6942
8536	0.213508	0.210796	0.6942
8537	0.213508	0.210796	0.6942
8538	0.213508	0.210796	0.6942
8539	0.213508	0.210796	0.6942
8540	0.213508	0.210796	0.6942
8541	0.213508	0.210796	0.6942
8542	0.213508	0.210796	0.6942
8543	0.213508	0.210796	0.6942
8544	0.213508	0.210796	0.6942
8545	0.213508	0.210796	0.6942
8546	0.213508	0.210796	0.6942
8547	0.213508	0.210796	0.6942
8548	0.213508	0.210796	0.6942
8549	0.213508	0.210796	0.6942
8550	0.213508	0.210796	0.6942
8551	0.213508	0.210796	0.6942
8552	0.213508	0.210796	0.6942
8553	0.213508	0.210796	0.6942
8554	0.213508	0.210796	0.6942
8555	0.213508	0.210796	0.6942
8556	0.213508	0.210796	0.6942
8557	0.213508	0.210796	0.6942
8558	0.213508	0.210796	0.6942
8559	0.213508	0.210796	0.6942
8560	0.213508	0.210796	0.6942
8561	0.213508	0.210796	0.6942
8562	0.213508	0.210796	0.6942
8563	0.213508	0.210796	0.6942
8564	0.213508	0.210796	0.6942
8565	0.213508	0.210796	0.6942
8566	0.213508	0.210796	0.6942
8567	0.213508	0.210796	0.6942
8568	0.213508	0.210796	0.6942
8569	0.213508	0.210795	0.6942
8570	0.213508	0.210795	0.6942
8571	0.213508	0.210795	0.6942
8572	0.213508	0.210795	0.6942
8573	0.213508	0.210795	0.6942
8574	0.213508	0.210795	0.6942
8575	0.213508	0.210795	0.6942
8576	0.213508	0.210795	0.6942
8577	0.213508	0.210795	0.6942
8578	0.213508	0.210795	0.6942
8579	0.213508	0.210795	0.6942
8580	0.213508	0.210795	0.6942
8581	0.213508	0.210795	0.6942
8582	0.213508	0.210795	0.6942
8583	0.213508	0.210795	0.6942
8584	0.213508	0.210795	0.6942
8585	0.213508	0.210795	0.6942
8586	0.213508	0.210795	0.6942
8587	0.213508	0.210795	0.6942
8588	0.213508	0.210795	0.6942
8589	0.213508	0.210795	0.6942
8590	0.213508	0.210795	0.6942
8591	0.213508	0.210795	0.6942
8592	0.213508	0.210795	0.6942
8593	0.213508	0.210795	0.6942
8594	0.213508	0.210795	0.6942
8595	0.213508	0.210795	0.6942
8596	0.213508	0.210795	0.6942
8597	0.213508	0.210795	0.6942
8598	0.213508	0.210795	0.6942
8599	0.213508	0.210795	0.6942
8600	0.213508	0.210795	0.6942
8601	0.213508	0.210795	0.6942
8602	0.213508	0.210795	0.6942
8603	0.213508	0.210795	0.6942
8604	0.213508	0.210795	0.6942
8605	0.213508	0.210795	0.6942
8606	0.213508	0.210795	0.6942
8607	0.213508	0.210795	0.6942
8608	0.213508	0.210795	0.6942
8609	0.213508	0.210795	0.6942
8610	0.213507	0.210795	0.6942
8611	0.213507	0.210795	0.6942
8612	0.213507	0.210795	0.6942
8613	0.213507	0.210795	0.6942
8614	0.213507	0.210795	0.6942
8615	0.213507	0.210795	0.6942
8616	0.213507	0.210795	0.6942
8617	0.213507	0.210795	0.6942
8618	0.213507	0.210795	0.6942
8619	0.213507	0.210795	0.6942
8620	0.213507	0.210795	0.6942
8621	0.213507	0.210794	0.6942
8622	0.213507	0.210794	0.6942
8623	0.213507	0.210794	0.6942
8624	0.213507	0.210794	0.6942
8625	0.213507	0.210794	0.6942
8626	0.213507	0.210794	0.6942
8627	0.213507	0.210794	0.6942
8628	0.213507	0.210794	0.6942
8629	0.213507	0.210794	0.6942
8630	0.213507	0.210794	0.6942
8631	0.213507	0.210794	0.6942
8632	0.213507	0.210794	0.6942
8633	0.213507	0.210794	0.6942
8634	0.213507	0.210794	0.6942
8635	0.213507	0.210794	0.6942
8636	0.213507	0.210794	0.6942
8637	0.213507	0.210794	0.6942
8638	0.213507	0.210794	0.6942
8639	0.213507	0.210794	0.6942
8640	0.213507	0.210794	0.6942
8641	0.213507	0.210794	0.6942
8642	0.213507	0.210794	0.6942
8643	0.213507	0.210794	0.6942
8644	0.213507	0.210794	0.6942
8645	0.213507	0.210794	0.6942
8646	0.213507	0.210794	0.6942
8647	0.213507	0.210794	0.6942
8648	0.213507	0.210794	0.6942
8649	0.213507	0.210794	0.6942
8650	0.213507	0.210794	0.6942
8651	0.213507	0.210794	0.6942
8652	0.213507	0.210794	0.6942
8653	0.213507	0.210794	0.6942
8654	0.213507	0.210794	0.6942
8655	0.213507	0.210794	0.6942
8656	0.213507	0.210794	0.6942
8657	0.213507	0.210794	0.6942
8658	0.213507	0.210794	0.6942
8659	0.213507	0.210794	0.6942
8660	0.213507	0.210794	0.6942
8661	0.213507	0.210794	0.6942
8662	0.213507	0.210794	0.6942
8663	0.213507	0.210794	0.6942
8664	0.213507	0.210794	0.6942
8665	0.213507	0.210794	0.6942
8666	0.213507	0.210794	0.6942
8667	0.213507	0.210794	0.6942
8668	0.213507	0.210794	0.6942
8669	0.213507	0.210794	0.6942
8670	0.213507	0.210794	0.6942
8671	0.213507	0.210794	0.6942
8672	0.213507	0.210794	0.6942
8673	0.213507	0.210793	0.6942
8674	0.213507	0.210793	0.6942
8675	0.213507	0.210793	0.6942
8676	0.213507	0.210793	0.6942
8677	0.213507	0.210793	0.6942
8678	0.213507	0.210793	0.6942
8679	0.213507	0.210793	0.6942
8680	0.213507	0.210793	0.6942
8681	0.213507	0.210793	0.6942
8682	0.213507	0.210793	0.6942
8683	0.213507	0.210793	0.6942
8684	0.213507	0.210793	0.6942
8685	0.213507	0.210793	0.6942
8686	0.213507	0.210793	0.6942
8687	0.213507	0.210793	0.6942
8688	0.213507	0.210793	0.6942
8689	0.213507	0.210793	0.6942
8690	0.213507	0.210793	0.6942
8691	0.213507	0.210793	0.6942
8692	0.213507	0.210793	0.6942
8693	0.213507	0.210793	0.6942
8694	0.213507	0.210793	0.6942
8695	0.213507	0.210793	0.6942
8696	0.213507	0.210793	0.6942
8697	0.213507	0.210793	0.6942
8698	0.213507	0.210793	0.6942
8699	0.213507	0.210793	0.6942
8700	0.213507	0.210793	0.6942
8701	0.213507	0.210793	0.6942
8702	0.213507	0.210793	0.6942
8703	0.213507	0.210793	0.6942
8704	0.213507	0.210793	0.6942
8705	0.213507	0.210793	0.6942
8706	0.213507	0.210793	0.6942
8707	0.213507	0.210793	0.6942
8708	0.213507	0.210793	0.6942
8709	0.213507	0.210793	0.6942
8710	0.213507	0.210793	0.6942
8711	0.213507	0.210793	0.6942
8712	0.213507	0.210793	0.6942
8713	0.213507	0.210793	0.6942
8714	0.213507	0.210793	0.6942
8715	0.213507	0.210793	0.6942
8716	0.213507	0.210793	0.6942
8717	0.213507	0.210793	0.6942
8718	0.213507	0.210793	0.6942
8719	0.213507	0.210793	0.6942
8720	0.213507	0.210793	0.6942
8721	0.213507	0.210793	0.6942
8722	0.213507	0.210793	0.6942
8723	0.213507	0.210793	0.6942
8724	0.213507	0.210793	0.6942
8725	0.213507	0.210793	0.6942
8726	0.213507	0.210793	0.6942
8727	0.213507	0.210792	0.6942
8728	0.213507	0.210792	0.6942
8729	0.213507	0.210792	0.6942
8730	0.213507	0.210792	0.6942
8731	0.213507	0.210792	0.6942
8732	0.213507	0.210792	0.6942
8733	0.213507	0.210792	0.6942
8734	0.213507	0.210792	0.6942
8735	0.213507	0.210792	0.6942
8736	0.213507	0.210792	0.6942
8737	0.213507	0.210792	0.6942
8738	0.213506	0.210792	0.6942
8739	0.213506	0.210792	0.6942
8740	0.213506	0.210792	0.6942
8741	0.213506	0.210792	0.6942
8742	0.213506	0.210792	0.6942
8743	0.213506	0.210792	0.6942
8744	0.213506	0.210792	0.6942
8745	0.213506	0.210792	0.6942
8746	0.213506	0.210792	0.6942
8747	0.213506	0.210792	0.6942
8748	0.213506	0.210792	0.6942
8749	0.213506	0.210792	0.6942
8750	0.213506	0.210792	0.6942
8751	0.213506	0.210792	0.6942
8752	0.213506	0.210792	0.6942
8753	0.213506	0.210792	0.6942
8754	0.213506	0.210792	0.6942
8755	0.213506	0.210792	0.6942
8756	0.213506	0.210792	0.6942
8757	0.213506	0.210792	0.6942
8758	0.213506	0.210792	0.6942
8759	0.213506	0.210792	0.6942
8760	0.213506	0.210792	0.6942
8761	0.213506	0.210792	0.6942
8762	0.213506	0.210792	0.6942
8763	0.213506	0.210792	0.6942
8764	0.213506	0.210792	0.6942
8765	0.213506	0.210792	0.6942
8766	0.213506	0.210792	0.6942
8767	0.213506	0.210792	0.6942
8768	0.213506	0.210792	0.6942
8769	0.213506	0.210792	0.6942
8770	0.213506	0.210792	0.6942
8771	0.213506	0.210792	0.6942
8772	0.213506	0.210792	0.6942
8773	0.213506	0.210792	0.6942
8774	0.213506	0.210792	0.6942
8775	0.213506	0.210792	0.6942
8776	0.213506	0.210792	0.6942
8777	0.213506	0.210792	0.6942
8778	0.213506	0.210792	0.6942
8779	0.213506	0.210792	0.6942
8780	0.213506	0.210792	0.6942
8781	0.213506	0.210792	0.6942
8782	0.213506	0.210792	0.6942
8783	0.213506	0.210791	0.6942
8784	0.213506	0.210791	0.6942
8785	0.213506	0.210791	0.6942
8786	0.213506	0.210791	0.6942
8787	0.213506	0.210791	0.6942
8788	0.213506	0.210791	0.6942
8789	0.213506	0.210791	0.6942
8790	0.213506	0.210791	0.6942
8791	0.213506	0.210791	0.6942
8792	0.213506	0.210791	0.6942
8793	0.213506	0.210791	0.6942
8794	0.213506	0.210791	0.6942
8795	0.213506	0.210791	0.6942
8796	0.213506	0.210791	0.6942
8797	0.213506	0.210791	0.6942
8798	0.213506	0.210791	0.6942
8799	0.213506	0.210791	0.6942
8800	0.213506	0.210791	0.6942
8801	0.213506	0.210791	0.6942
8802	0.213506	0.210791	0.6942
8803	0.213506	0.210791	0.6942
8804	0.213506	0.210791	0.6942
8805	0.213506	0.210791	0.6942
8806	0.213506	0.210791	0.6942
8807	0.213506	0.210791	0.6942
8808	0.213506	0.210791	0.6942
8809	0.213506	0.210791	0.6942
8810	0.213506	0.210791	0.6942
8811	0.213506	0.210791	0.6942
8812	0.213506	0.210791	0.6942
8813	0.213506	0.210791	0.6942
8814	0.213506	0.210791	0.6942
8815	0.213506	0.210791	0.6942
8816	0.213506	0.210791	0.6942
8817	0.213506	0.210791	0.6942
8818	0.213506	0.210791	0.6942
8819	0.213506	0.210791	0.6942
8820	0.213506	0.210791	0.6942
8821	0.213506	0.210791	0.6942
8822	0.213506	0.210791	0.6942
8823	0.213506	0.210791	0.6942
8824	0.213506	0.210791	0.6942
8825	0.213506	0.210791	0.6942
8826	0.213506	0.210791	0.6942
8827	0.213506	0.210791	0.6942
8828	0.213506	0.210791	0.6942
8829	0.213506	0.210791	0.6942
8830	0.213506	0.210791	0.6942
8831	0.213506	0.210791	0.6942
8832	0.213506	0.210791	0.6942
8833	0.213506	0.210791	0.6942
8834	0.213506	0.210791	0.6942
8835	0.213506	0.210791	0.6942
8836	0.213506	0.210791	0.6942
8837	0.213506	0.210791	0.6942
8838	0.213506	0.210791	0.6942
8839	0.213506	0.210791	0.6942
8840	0.213506	0.210790	0.6942
8841	0.213506	0.210790	0.6942
8842	0.213506	0.210790	0.6942
8843	0.213506	0.210790	0.6942
8844	0.213506	0.210790	0.6942
8845	0.213506	0.210790	0.6942
8846	0.213506	0.210790	0.6942
8847	0.213506	0.210790	0.6942
8848	0.213506	0.210790	0.6942
8849	0.213506	0.210790	0.6942
8850	0.213506	0.210790	0.6942
8851	0.213506	0.210790	0.6942
8852	0.213506	0.210790	0.6942
8853	0.213506	0.210790	0.6942
8854	0.213506	0.210790	0.6942
8855	0.213506	0.210790	0.6942
8856	0.213506	0.210790	0.6942
8857	0.213506	0.210790	0.6942
8858	0.213506	0.210790	0.6942
8859	0.213506	0.210790	0.6942
8860	0.213506	0.210790	0.6942
8861	0.213506	0.210790	0.6942
8862	0.213506	0.210790	0.6942
8863	0.213506	0.210790	0.6942
8864	0.213506	0.210790	0.6942
8865	0.213506	0.210790	0.6942
8866	0.213506	0.210790	0.6942
8867	0.213506	0.210790	0.6942
8868	0.213506	0.210790	0.6942
8869	0.213506	0.210790	0.6942
8870	0.213506	0.210790	0.6942
8871	0.213506	0.210790	0.6942
8872	0.213506	0.210790	0.6942
8873	0.213506	0.210790	0.6942
8874	0.213506	0.210790	0.6942
8875	0.213506	0.210790	0.6942
8876	0.213505	0.210790	0.6942
8877	0.213505	0.210790	0.6942
8878	0.213505	0.210790	0.6942
8879	0.213505	0.210790	0.6942
8880	0.213505	0.210790	0.6942
8881	0.213505	0.210790	0.6942
8882	0.213505	0.210790	0.6942
8883	0.213505	0.210790	0.6942
8884	0.213505	0.210790	0.6942
8885	0.213505	0.210790	0.6942
8886	0.213505	0.210790	0.6942
8887	0.213505	0.210790	0.6942
8888	0.213505	0.210790	0.6942
8889	0.213505	0.210790	0.6942
8890	0.213505	0.210790	0.6942
8891	0.213505	0.210790	0.6942
8892	0.213505	0.210790	0.6942
8893	0.213505	0.210790	0.6942
8894	0.213505	0.210790	0.6942
8895	0.213505	0.210790	0.6942
8896	0.213505	0.210790	0.6942
8897	0.213505	0.210790	0.6942
8898	0.213505	0.210790	0.6942
8899	0.213505	0.210789	0.6942
8900	0.213505	0.210789	0.6942
8901	0.213505	0.210789	0.6942
8902	0.213505	0.210789	0.6942
8903	0.213505	0.210789	0.6942
8904	0.213505	0.210789	0.6942
8905	0.213505	0.210789	0.6942
8906	0.213505	0.210789	0.6942
8907	0.213505	0.210789	0.6942
8908	0.213505	0.210789	0.6942
8909	0.213505	0.210789	0.6942
8910	0.213505	0.210789	0.6942
8911	0.213505	0.210789	0.6942
8912	0.213505	0.210789	0.6942
8913	0.213505	0.210789	0.6942
8914	0.213505	0.210789	0.6942
8915	0.213505	0.210789	0.6942
8916	0.213505	0.210789	0.6942
8917	0.213505	0.210789	0.6942
8918	0.213505	0.210789	0.6942
8919	0.213505	0.210789	0.6942
8920	0.213505	0.210789	0.6942
8921	0.213505	0.210789	0.6942
8922	0.213505	0.210789	0.6942
8923	0.213505	0.210789	0.6942
8924	0.213505	0.210789	0.6942
8925	0.213505	0.210789	0.6942
8926	0.213505	0.210789	0.6942
8927	0.213505	0.210789	0.6942
8928	0.213505	0.210789	0.6942
8929	0.213505	0.210789	0.6942
8930	0.213505	0.210789	0.6942
8931	0.213505	0.210789	0.6942
8932	0.213505	0.210789	0.6942
8933	0.213505	0.210789	0.6942
8934	0.213505	0.210789	0.6942
8935	0.213505	0.210789	0.6942
8936	0.213505	0.210789	0.6942
8937	0.213505	0.210789	0.6942
8938	0.213505	0.210789	0.6942
8939	0.213505	0.210789	0.6942
8940	0.213505	0.210789	0.6942
8941	0.213505	0.210789	0.6942
8942	0.213505	0.210789	0.6942
8943	0.213505	0.210789	0.6942
8944	0.213505	0.210789	0.6942
8945	0.213505	0.210789	0.6942
8946	0.213505	0.210789	0.6942
8947	0.213505	0.210789	0.6942
8948	0.213505	0.210789	0.6942
8949	0.213505	0.210789	0.6942
8950	0.213505	0.210789	0.6942
8951	0.213505	0.210789	0.6942
8952	0.213505	0.210789	0.6942
8953	0.213505	0.210789	0.6942
8954	0.213505	0.210789	0.6942
8955	0.213505	0.210789	0.6942
8956	0.213505	0.210789	0.6942
8957	0.213505	0.210789	0.6942
8958	0.213505	0.210789	0.6942
8959	0.213505	0.210789	0.6942
8960	0.213505	0.210788	0.6942
8961	0.213505	0.210788	0.6942
8962	0.213505	0.210788	0.6942
8963	0.213505	0.210788	0.6942
8964	0.213505	0.210788	0.6942
8965	0.213505	0.210788	0.6942
8966	0.213505	0.210788	0.6942
8967	0.213505	0.210788	0.6942
8968	0.213505	0.210788	0.6942
8969	0.213505	0.210788	0.6942
8970	0.213505	0.210788	0.6942
8971	0.213505	0.210788	0.6942
8972	0.213505	0.210788	0.6942
8973	0.213505	0.210788	0.6942
8974	0.213505	0.210788	0.6942
8975	0.213505	0.210788	0.6942
8976	0.213505	0.210788	0.6942
8977	0.213505	0.210788	0.6942
8978	0.213505	0.210788	0.6942
8979	0.213505	0.210788	0.6942
8980	0.213505	0.210788	0.6942
8981	0.213505	0.210788	0.6942
8982	0.213505	0.210788	0.6942
8983	0.213505	0.210788	0.6942
8984	0.213505	0.210788	0.6942
8985	0.213505	0.210788	0.6942
8986	0.213505	0.210788	0.6942
8987	0.213505	0.210788	0.6942
8988	0.213505	0.210788	0.6942
8989	0.213505	0.210788	0.6942
8990	0.213505	0.210788	0.6942
8991	0.213505	0.210788	0.6942
8992	0.213505	0.210788	0.6942
8993	0.213505	0.210788	0.6942
8994	0.213505	0.210788	0.6942
8995	0.213505	0.210788	0.6942
8996	0.213505	0.210788	0.6942
8997	0.213505	0.210788	0.6942
8998	0.213505	0.210788	0.6942
8999	0.213505	0.210788	0.6942
9000	0.213505	0.210788	0.6942
9001	0.213505	0.210788	0.6942
9002	0.213505	0.210788	0.6942
9003	0.213505	0.210788	0.6942
9004	0.213505	0.210788	0.6942
9005	0.213505	0.210788	0.6942
9006	0.213505	0.210788	0.6942
9007	0.213505	0.210788	0.6942
9008	0.213505	0.210788	0.6942
9009	0.213505	0.210788	0.6942
9010	0.213505	0.210788	0.6942
9011	0.213505	0.210788	0.6942
9012	0.213505	0.210788	0.6942
9013	0.213505	0.210788	0.6942
9014	0.213505	0.210788	0.6942
9015	0.213505	0.210788	0.6942
9016	0.213505	0.210788	0.6942
9017	0.213505	0.210788	0.6942
9018	0.213505	0.210788	0.6942
9019	0.213505	0.210788	0.6942
9020	0.213505	0.210788	0.6942
9021	0.213505	0.210788	0.6942
9022	0.213505	0.210787	0.6942
9023	0.213505	0.210787	0.6942
9024	0.213505	0.210787	0.6942
9025	0.213505	0.210787	0.6942
9026	0.213504	0.210787	0.6942
9027	0.213504	0.210787	0.6942
9028	0.213504	0.210787	0.6942
9029	0.213504	0.210787	0.6942
9030	0.213504	0.210787	0.6942
9031	0.213504	0.210787	0.6942
9032	0.213504	0.210787	0.6942
9033	0.213504	0.210787	0.6942
9034	0.213504	0.210787	0.6942
9035	0.213504	0.210787	0.6942
9036	0.213504	0.210787	0.6942
9037	0.213504	0.210787	0.6942
9038	0.213504	0.210787	0.6942
9039	0.213504	0.210787	0.6942
9040	0.213504	0.210787	0.6942
9041	0.213504	0.210787	0.6942
9042	0.213504	0.210787	0.6942
9043	0.213504	0.210787	0.6942
9044	0.213504	0.210787	0.6942
9045	0.213504	0.210787	0.6942
9046	0.213504	0.210787	0.6942
9047	0.213504	0.210787	0.6942
9048	0.213504	0.210787	0.6942
9049	0.213504	0.210787	0.6942
9050	0.213504	0.210787	0.6942
9051	0.213504	0.210787	0.6942
9052	0.213504	0.210787	0.6942
9053	0.213504	0.210787	0.6942
9054	0.213504	0.210787	0.6942
9055	0.213504	0.210787	0.6942
9056	0.213504	0.210787	0.6942
9057	0.213504	0.210787	0.6942
9058	0.213504	0.210787	0.6942
9059	0.213504	0.210787	0.6942
9060	0.213504	0.210787	0.6942
9061	0.213504	0.210787	0.6942
9062	0.213504	0.210787	0.6942
9063	0.213504	0.210787	0.6942
9064	0.213504	0.210787	0.6942
9065	0.213504	0.210787	0.6942
9066	0.213504	0.210787	0.6942
9067	0.213504	0.210787	0.6942
9068	0.213504	0.210787	0.6942
9069	0.213504	0.210787	0.6942
9070	0.213504	0.210787	0.6942
9071	0.213504	0.210787	0.6942
9072	0.213504	0.210787	0.6942
9073	0.213504	0.210787	0.6942
9074	0.213504	0.210787	0.6942
9075	0.213504	0.210787	0.6942
9076	0.213504	0.210787	0.6942
9077	0.213504	0.210787	0.6942
9078	0.213504	0.210787	0.6942
9079	0.213504	0.210787	0.6942
9080	0.213504	0.210787	0.6942
9081	0.213504	0.210787	0.6942
9082	0.213504	0.210787	0.6942
9083	0.213504	0.210787	0.6942
9084	0.213504	0.210787	0.6942
9085	0.213504	0.210787	0.6942
9086	0.213504	0.210786	0.6942
9087	0.213504	0.210786	0.6942
9088	0.213504	0.210786	0.6942
9089	0.213504	0.210786	0.6942
9090	0.213504	0.210786	0.6942
9091	0.213504	0.210786	0.6942
9092	0.213504	0.210786	0.6942
9093	0.213504	0.210786	0.6942
9094	0.213504	0.210786	0.6942
9095	0.213504	0.210786	0.6942
9096	0.213504	0.210786	0.6942
9097	0.213504	0.210786	0.6942
9098	0.213504	0.210786	0.6942
9099	0.213504	0.210786	0.6942
9100	0.213504	0.210786	0.6942
9101	0.213504	0.210786	0.6942
9102	0.213504	0.210786	0.6942
9103	0.213504	0.210786	0.6942
9104	0.213504	0.210786	0.6942
9105	0.213504	0.210786	0.6942
9106	0.213504	0.210786	0.6942
9107	0.213504	0.210786	0.6942
9108	0.213504	0.210786	0.6942
9109	0.213504	0.210786	0.6942
9110	0.213504	0.210786	0.6942
9111	0.213504	0.210786	0.6942
9112	0.213504	0.210786	0.6942
9113	0.213504	0.210786	0.6942
9114	0.213504	0.210786	0.6942
9115	0.213504	0.210786	0.6942
9116	0.213504	0.210786	0.6942
9117	0.213504	0.210786	0.6942
9118	0.213504	0.210786	0.6942
9119	0.213504	0.210786	0.6942
9120	0.213504	0.210786	0.6942
9121	0.213504	0.210786	0.6942
9122	0.213504	0.210786	0.6942
9123	0.213504	0.210786	0.6942
9124	0.213504	0.210786	0.6942
9125	0.213504	0.210786	0.6942
9126	0.213504	0.210786	0.6942
9127	0.213504	0.210786	0.6942
9128	0.213504	0.210786	0.6942
9129	0.213504	0.210786	0.6942
9130	0.213504	0.210786	0.6942
9131	0.213504	0.210786	0.6942
9132	0.213504	0.210786	0.6942
9133	0.213504	0.210786	0.6942
9134	0.213504	0.210786	0.6942
9135	0.213504	0.210786	0.6942
9136	0.213504	0.210786	0.6942
9137	0.213504	0.210786	0.6942
9138	0.213504	0.210786	0.6942
9139	0.213504	0.210786	0.6942
9140	0.213504	0.210786	0.6942
9141	0.213504	0.210786	0.6942
9142	0.213504	0.210786	0.6942
9143	0.213504	0.210786	0.6942
9144	0.213504	0.210786	0.6942
9145	0.213504	0.210786	0.6942
9146	0.213504	0.210786	0.6942
9147	0.213504	0.210786	0.6942
9148	0.213504	0.210786	0.6942
9149	0.213504	0.210786	0.6942
9150	0.213504	0.210786	0.6942
9151	0.213504	0.210786	0.6942
9152	0.213504	0.210785	0.6942
9153	0.213504	0.210785	0.6942
9154	0.213504	0.210785	0.6942
9155	0.213504	0.210785	0.6942
9156	0.213504	0.210785	0.6942
9157	0.213504	0.210785	0.6942
9158	0.213504	0.210785	0.6942
9159	0.213504	0.210785	0.6942
9160	0.213504	0.210785	0.6942
9161	0.213504	0.210785	0.6942
9162	0.213504	0.210785	0.6942
9163	0.213504	0.210785	0.6942
9164	0.213504	0.210785	0.6942
