epoch	train_mse	test_mse	test_accuracy
2609	0.227715	0.226256	0.6945
2610	0.227699	0.226239	0.6945
2611	0.227682	0.226222	0.6945
2612	0.227666	0.226204	0.6945
2613	0.227649	0.226187	0.6945
2614	0.227633	0.226170	0.6945
2615	0.227616	0.226153	0.6945
2616	0.227600	0.226135	0.6945
2617	0.227583	0.226118	0.6945
2618	0.227567	0.226101	0.6945
2619	0.227550	0.226084	0.6945
2620	0.227534	0.226067	0.6945
2621	0.227518	0.226049	0.6945
2622	0.227501	0.226032	0.6945
2623	0.227485	0.226015	0.6945
2624	0.227468	0.225998	0.6945
2625	0.227452	0.225981	0.6945
2626	0.227436	0.225963	0.6945
2627	0.227419	0.225946	0.6945
2628	0.227403	0.225929	0.6945
2629	0.227386	0.225912	0.6945
2630	0.227370	0.225895	0.6945
2631	0.227354	0.225878	0.6945
2632	0.227337	0.225861	0.6945
2633	0.227321	0.225843	0.6945
2634	0.227305	0.225826	0.6945
2635	0.227288	0.225809	0.6945
2636	0.227272	0.225792	0.6945
2637	0.227256	0.225775	0.6945
2638	0.227239	0.225758	0.6945
2639	0.227223	0.225741	0.6945
2640	0.227207	0.225724	0.6945
2641	0.227190	0.225707	0.6945
2642	0.227174	0.225690	0.6945
2643	0.227158	0.225673	0.6945
2644	0.227142	0.225656	0.6945
2645	0.227125	0.225639	0.6945
2646	0.227109	0.225622	0.6945
2647	0.227093	0.225605	0.6945
2648	0.227077	0.225588	0.6945
2649	0.227060	0.225571	0.6945
2650	0.227044	0.225554	0.6945
2651	0.227028	0.225537	0.6945
2652	0.227012	0.225520	0.6945
2653	0.226996	0.225503	0.6945
2654	0.226979	0.225486	0.6945
2655	0.226963	0.225469	0.6945
2656	0.226947	0.225452	0.6945
2657	0.226931	0.225435	0.6945
2658	0.226915	0.225418	0.6945
2659	0.226899	0.225401	0.6945
2660	0.226882	0.225384	0.6945
2661	0.226866	0.225367	0.6945
2662	0.226850	0.225350	0.6945
2663	0.226834	0.225334	0.6945
2664	0.226818	0.225317	0.6945
2665	0.226802	0.225300	0.6945
2666	0.226786	0.225283	0.6945
2667	0.226770	0.225266	0.6945
2668	0.226754	0.225249	0.6945
2669	0.226738	0.225233	0.6945
2670	0.226722	0.225216	0.6945
2671	0.226706	0.225199	0.6945
2672	0.226689	0.225182	0.6945
2673	0.226673	0.225165	0.6945
2674	0.226657	0.225148	0.6945
2675	0.226641	0.225132	0.6945
2676	0.226625	0.225115	0.6945
2677	0.226609	0.225098	0.6945
2678	0.226593	0.225081	0.6945
2679	0.226577	0.225065	0.6945
2680	0.226561	0.225048	0.6945
2681	0.226546	0.225031	0.6945
2682	0.226530	0.225014	0.6945
2683	0.226514	0.224998	0.6945
2684	0.226498	0.224981	0.6945
2685	0.226482	0.224964	0.6945
2686	0.226466	0.224948	0.6945
2687	0.226450	0.224931	0.6945
2688	0.226434	0.224914	0.6945
2689	0.226418	0.224898	0.6945
2690	0.226402	0.224881	0.6945
2691	0.226386	0.224864	0.6945
2692	0.226371	0.224848	0.6945
2693	0.226355	0.224831	0.6945
2694	0.226339	0.224815	0.6945
2695	0.226323	0.224798	0.6945
2696	0.226307	0.224781	0.6945
2697	0.226291	0.224765	0.6945
2698	0.226276	0.224748	0.6945
2699	0.226260	0.224732	0.6945
2700	0.226244	0.224715	0.6945
2701	0.226228	0.224699	0.6945
2702	0.226212	0.224682	0.6945
2703	0.226197	0.224665	0.6945
2704	0.226181	0.224649	0.6945
2705	0.226165	0.224632	0.6945
2706	0.226149	0.224616	0.6945
2707	0.226134	0.224599	0.6945
2708	0.226118	0.224583	0.6945
2709	0.226102	0.224566	0.6945
2710	0.226087	0.224550	0.6945
2711	0.226071	0.224534	0.6945
2712	0.226055	0.224517	0.6945
2713	0.226039	0.224501	0.6945
2714	0.226024	0.224484	0.6945
2715	0.226008	0.224468	0.6945
2716	0.225993	0.224451	0.6945
2717	0.225977	0.224435	0.6945
2718	0.225961	0.224419	0.6945
2719	0.225946	0.224402	0.6945
2720	0.225930	0.224386	0.6945
2721	0.225914	0.224370	0.6945
2722	0.225899	0.224353	0.6945
2723	0.225883	0.224337	0.6945
2724	0.225868	0.224321	0.6945
2725	0.225852	0.224304	0.6945
2726	0.225837	0.224288	0.6945
2727	0.225821	0.224272	0.6945
2728	0.225806	0.224255	0.6945
2729	0.225790	0.224239	0.6945
2730	0.225775	0.224223	0.6945
2731	0.225759	0.224206	0.6945
2732	0.225744	0.224190	0.6945
2733	0.225728	0.224174	0.6945
2734	0.225713	0.224158	0.6945
2735	0.225697	0.224142	0.6945
2736	0.225682	0.224125	0.6945
2737	0.225666	0.224109	0.6945
2738	0.225651	0.224093	0.6945
2739	0.225635	0.224077	0.6945
2740	0.225620	0.224061	0.6945
2741	0.225605	0.224044	0.6945
2742	0.225589	0.224028	0.6945
2743	0.225574	0.224012	0.6945
2744	0.225558	0.223996	0.6945
2745	0.225543	0.223980	0.6945
2746	0.225528	0.223964	0.6945
2747	0.225512	0.223948	0.6945
2748	0.225497	0.223932	0.6945
2749	0.225482	0.223915	0.6945
2750	0.225466	0.223899	0.6945
2751	0.225451	0.223883	0.6945
2752	0.225436	0.223867	0.6945
2753	0.225421	0.223851	0.6945
2754	0.225405	0.223835	0.6945
2755	0.225390	0.223819	0.6945
2756	0.225375	0.223803	0.6945
2757	0.225360	0.223787	0.6945
2758	0.225344	0.223771	0.6945
2759	0.225329	0.223755	0.6945
2760	0.225314	0.223739	0.6945
2761	0.225299	0.223723	0.6945
2762	0.225284	0.223707	0.6945
2763	0.225268	0.223691	0.6945
2764	0.225253	0.223676	0.6945
2765	0.225238	0.223660	0.6945
2766	0.225223	0.223644	0.6945
2767	0.225208	0.223628	0.6945
2768	0.225193	0.223612	0.6945
2769	0.225178	0.223596	0.6945
2770	0.225162	0.223580	0.6945
2771	0.225147	0.223564	0.6945
2772	0.225132	0.223548	0.6945
2773	0.225117	0.223533	0.6945
2774	0.225102	0.223517	0.6945
2775	0.225087	0.223501	0.6945
2776	0.225072	0.223485	0.6945
2777	0.225057	0.223469	0.6945
2778	0.225042	0.223454	0.6945
2779	0.225027	0.223438	0.6945
2780	0.225012	0.223422	0.6945
2781	0.224997	0.223406	0.6945
2782	0.224982	0.223391	0.6945
2783	0.224967	0.223375	0.6945
2784	0.224952	0.223359	0.6945
2785	0.224937	0.223344	0.6945
2786	0.224922	0.223328	0.6945
2787	0.224907	0.223312	0.6945
2788	0.224892	0.223297	0.6945
2789	0.224878	0.223281	0.6945
2790	0.224863	0.223265	0.6945
2791	0.224848	0.223250	0.6945
2792	0.224833	0.223234	0.6945
2793	0.224818	0.223218	0.6945
2794	0.224803	0.223203	0.6945
2795	0.224788	0.223187	0.6945
2796	0.224774	0.223172	0.6945
2797	0.224759	0.223156	0.6945
2798	0.224744	0.223140	0.6945
2799	0.224729	0.223125	0.6945
2800	0.224714	0.223109	0.6945
2801	0.224700	0.223094	0.6945
2802	0.224685	0.223078	0.6945
2803	0.224670	0.223063	0.6945
2804	0.224655	0.223047	0.6945
2805	0.224641	0.223032	0.6945
2806	0.224626	0.223016	0.6945
2807	0.224611	0.223001	0.6945
2808	0.224597	0.222986	0.6945
2809	0.224582	0.222970	0.6945
2810	0.224567	0.222955	0.6945
2811	0.224553	0.222939	0.6945
2812	0.224538	0.222924	0.6945
2813	0.224523	0.222908	0.6945
2814	0.224509	0.222893	0.6945
2815	0.224494	0.222878	0.6945
2816	0.224479	0.222862	0.6945
2817	0.224465	0.222847	0.6945
2818	0.224450	0.222832	0.6945
2819	0.224436	0.222816	0.6945
2820	0.224421	0.222801	0.6945
2821	0.224407	0.222786	0.6945
2822	0.224392	0.222771	0.6945
2823	0.224378	0.222755	0.6945
2824	0.224363	0.222740	0.6945
2825	0.224349	0.222725	0.6945
2826	0.224334	0.222710	0.6945
2827	0.224320	0.222694	0.6945
2828	0.224305	0.222679	0.6945
2829	0.224291	0.222664	0.6945
2830	0.224276	0.222649	0.6945
2831	0.224262	0.222634	0.6945
2832	0.224247	0.222618	0.6945
2833	0.224233	0.222603	0.6945
2834	0.224219	0.222588	0.6945
2835	0.224204	0.222573	0.6945
2836	0.224190	0.222558	0.6945
2837	0.224176	0.222543	0.6945
2838	0.224161	0.222528	0.6945
2839	0.224147	0.222513	0.6945
2840	0.224133	0.222497	0.6945
2841	0.224118	0.222482	0.6945
2842	0.224104	0.222467	0.6945
2843	0.224090	0.222452	0.6945
2844	0.224075	0.222437	0.6945
2845	0.224061	0.222422	0.6945
2846	0.224047	0.222407	0.6945
2847	0.224033	0.222392	0.6945
2848	0.224018	0.222377	0.6945
2849	0.224004	0.222362	0.6945
2850	0.223990	0.222347	0.6945
2851	0.223976	0.222332	0.6945
2852	0.223962	0.222318	0.6945
2853	0.223947	0.222303	0.6945
2854	0.223933	0.222288	0.6945
2855	0.223919	0.222273	0.6945
2856	0.223905	0.222258	0.6945
2857	0.223891	0.222243	0.6945
2858	0.223877	0.222228	0.6945
2859	0.223863	0.222213	0.6945
2860	0.223849	0.222199	0.6945
2861	0.223835	0.222184	0.6945
2862	0.223820	0.222169	0.6945
2863	0.223806	0.222154	0.6945
2864	0.223792	0.222139	0.6945
2865	0.223778	0.222125	0.6945
2866	0.223764	0.222110	0.6945
2867	0.223750	0.222095	0.6945
2868	0.223736	0.222080	0.6945
2869	0.223722	0.222066	0.6945
2870	0.223708	0.222051	0.6945
2871	0.223694	0.222036	0.6945
2872	0.223680	0.222021	0.6945
2873	0.223667	0.222007	0.6945
2874	0.223653	0.221992	0.6945
2875	0.223639	0.221977	0.6945
2876	0.223625	0.221963	0.6945
2877	0.223611	0.221948	0.6945
2878	0.223597	0.221934	0.6945
2879	0.223583	0.221919	0.6945
2880	0.223569	0.221904	0.6945
2881	0.223556	0.221890	0.6945
2882	0.223542	0.221875	0.6945
2883	0.223528	0.221861	0.6945
2884	0.223514	0.221846	0.6945
2885	0.223500	0.221832	0.6945
2886	0.223487	0.221817	0.6945
2887	0.223473	0.221803	0.6945
2888	0.223459	0.221788	0.6945
2889	0.223445	0.221774	0.6945
2890	0.223432	0.221759	0.6945
2891	0.223418	0.221745	0.6945
2892	0.223404	0.221730	0.6945
2893	0.223390	0.221716	0.6945
2894	0.223377	0.221701	0.6945
2895	0.223363	0.221687	0.6945
2896	0.223349	0.221673	0.6945
2897	0.223336	0.221658	0.6945
2898	0.223322	0.221644	0.6945
2899	0.223309	0.221630	0.6945
2900	0.223295	0.221615	0.6945
2901	0.223281	0.221601	0.6945
2902	0.223268	0.221587	0.6945
2903	0.223254	0.221572	0.6945
2904	0.223241	0.221558	0.6945
2905	0.223227	0.221544	0.6945
2906	0.223214	0.221529	0.6945
2907	0.223200	0.221515	0.6945
2908	0.223187	0.221501	0.6945
2909	0.223173	0.221487	0.6945
2910	0.223160	0.221473	0.6945
2911	0.223146	0.221458	0.6945
2912	0.223133	0.221444	0.6945
2913	0.223119	0.221430	0.6945
2914	0.223106	0.221416	0.6945
2915	0.223092	0.221402	0.6945
2916	0.223079	0.221388	0.6945
2917	0.223066	0.221373	0.6945
2918	0.223052	0.221359	0.6945
2919	0.223039	0.221345	0.6945
2920	0.223026	0.221331	0.6945
2921	0.223012	0.221317	0.6945
2922	0.222999	0.221303	0.6945
2923	0.222986	0.221289	0.6945
2924	0.222972	0.221275	0.6945
2925	0.222959	0.221261	0.6945
2926	0.222946	0.221247	0.6945
2927	0.222932	0.221233	0.6945
2928	0.222919	0.221219	0.6945
2929	0.222906	0.221205	0.6945
2930	0.222893	0.221191	0.6945
2931	0.222880	0.221177	0.6945
2932	0.222866	0.221163	0.6945
2933	0.222853	0.221149	0.6945
2934	0.222840	0.221135	0.6945
2935	0.222827	0.221121	0.6945
2936	0.222814	0.221107	0.6945
2937	0.222801	0.221094	0.6945
2938	0.222787	0.221080	0.6945
2939	0.222774	0.221066	0.6945
2940	0.222761	0.221052	0.6945
2941	0.222748	0.221038	0.6945
2942	0.222735	0.221024	0.6945
2943	0.222722	0.221011	0.6945
2944	0.222709	0.220997	0.6945
2945	0.222696	0.220983	0.6945
2946	0.222683	0.220969	0.6945
2947	0.222670	0.220956	0.6945
2948	0.222657	0.220942	0.6945
2949	0.222644	0.220928	0.6945
2950	0.222631	0.220914	0.6945
2951	0.222618	0.220901	0.6945
2952	0.222605	0.220887	0.6945
2953	0.222592	0.220873	0.6945
2954	0.222579	0.220860	0.6945
2955	0.222566	0.220846	0.6945
2956	0.222553	0.220833	0.6945
2957	0.222540	0.220819	0.6945
2958	0.222528	0.220805	0.6945
2959	0.222515	0.220792	0.6945
2960	0.222502	0.220778	0.6945
2961	0.222489	0.220765	0.6945
2962	0.222476	0.220751	0.6945
2963	0.222463	0.220738	0.6945
2964	0.222451	0.220724	0.6945
2965	0.222438	0.220711	0.6945
2966	0.222425	0.220697	0.6945
2967	0.222412	0.220684	0.6945
2968	0.222400	0.220670	0.6945
2969	0.222387	0.220657	0.6945
2970	0.222374	0.220643	0.6945
2971	0.222361	0.220630	0.6945
2972	0.222349	0.220616	0.6945
2973	0.222336	0.220603	0.6945
2974	0.222323	0.220590	0.6945
2975	0.222311	0.220576	0.6945
2976	0.222298	0.220563	0.6945
2977	0.222285	0.220550	0.6945
2978	0.222273	0.220536	0.6945
2979	0.222260	0.220523	0.6945
2980	0.222248	0.220510	0.6945
2981	0.222235	0.220496	0.6945
2982	0.222222	0.220483	0.6945
2983	0.222210	0.220470	0.6945
2984	0.222197	0.220456	0.6945
2985	0.222185	0.220443	0.6945
2986	0.222172	0.220430	0.6945
2987	0.222160	0.220417	0.6945
2988	0.222147	0.220404	0.6945
2989	0.222135	0.220390	0.6945
2990	0.222122	0.220377	0.6945
2991	0.222110	0.220364	0.6945
2992	0.222098	0.220351	0.6945
2993	0.222085	0.220338	0.6945
2994	0.222073	0.220325	0.6945
2995	0.222060	0.220311	0.6945
2996	0.222048	0.220298	0.6945
2997	0.222036	0.220285	0.6945
2998	0.222023	0.220272	0.6945
2999	0.222011	0.220259	0.6945
3000	0.221999	0.220246	0.6945
3001	0.221986	0.220233	0.6945
3002	0.221974	0.220220	0.6945
3003	0.221962	0.220207	0.6945
3004	0.221949	0.220194	0.6945
3005	0.221937	0.220181	0.6945
3006	0.221925	0.220168	0.6945
3007	0.221913	0.220155	0.6945
3008	0.221900	0.220142	0.6945
3009	0.221888	0.220129	0.6945
3010	0.221876	0.220116	0.6945
3011	0.221864	0.220104	0.6945
3012	0.221852	0.220091	0.6945
3013	0.221839	0.220078	0.6945
3014	0.221827	0.220065	0.6945
3015	0.221815	0.220052	0.6947
3016	0.221803	0.220039	0.6947
3017	0.221791	0.220026	0.6947
3018	0.221779	0.220014	0.6947
3019	0.221767	0.220001	0.6947
3020	0.221755	0.219988	0.6947
3021	0.221743	0.219975	0.6947
3022	0.221730	0.219963	0.6947
3023	0.221718	0.219950	0.6947
3024	0.221706	0.219937	0.6947
3025	0.221694	0.219924	0.6947
3026	0.221682	0.219912	0.6947
3027	0.221670	0.219899	0.6947
3028	0.221658	0.219886	0.6947
3029	0.221647	0.219874	0.6947
3030	0.221635	0.219861	0.6947
3031	0.221623	0.219848	0.6947
3032	0.221611	0.219836	0.6947
3033	0.221599	0.219823	0.6947
3034	0.221587	0.219811	0.6947
3035	0.221575	0.219798	0.6947
3036	0.221563	0.219785	0.6947
3037	0.221551	0.219773	0.6947
3038	0.221540	0.219760	0.6947
3039	0.221528	0.219748	0.6947
3040	0.221516	0.219735	0.6947
3041	0.221504	0.219723	0.6947
3042	0.221492	0.219710	0.6947
3043	0.221481	0.219698	0.6947
3044	0.221469	0.219685	0.6947
3045	0.221457	0.219673	0.6947
3046	0.221445	0.219660	0.6947
3047	0.221434	0.219648	0.6947
3048	0.221422	0.219636	0.6947
3049	0.221410	0.219623	0.6947
3050	0.221398	0.219611	0.6947
3051	0.221387	0.219598	0.6947
3052	0.221375	0.219586	0.6947
3053	0.221364	0.219574	0.6947
3054	0.221352	0.219561	0.6947
3055	0.221340	0.219549	0.6947
3056	0.221329	0.219537	0.6947
3057	0.221317	0.219525	0.6947
3058	0.221306	0.219512	0.6947
3059	0.221294	0.219500	0.6947
3060	0.221282	0.219488	0.6947
3061	0.221271	0.219476	0.6947
3062	0.221259	0.219463	0.6947
3063	0.221248	0.219451	0.6947
3064	0.221236	0.219439	0.6947
3065	0.221225	0.219427	0.6947
3066	0.221213	0.219415	0.6947
3067	0.221202	0.219402	0.6947
3068	0.221190	0.219390	0.6947
3069	0.221179	0.219378	0.6947
3070	0.221168	0.219366	0.6947
3071	0.221156	0.219354	0.6947
3072	0.221145	0.219342	0.6947
3073	0.221133	0.219330	0.6947
3074	0.221122	0.219318	0.6947
3075	0.221111	0.219306	0.6947
3076	0.221099	0.219294	0.6947
3077	0.221088	0.219282	0.6947
3078	0.221077	0.219270	0.6947
3079	0.221065	0.219258	0.6947
3080	0.221054	0.219246	0.6947
3081	0.221043	0.219234	0.6947
3082	0.221032	0.219222	0.6947
3083	0.221020	0.219210	0.6947
3084	0.221009	0.219198	0.6947
3085	0.220998	0.219186	0.6947
3086	0.220987	0.219174	0.6947
3087	0.220975	0.219162	0.6947
3088	0.220964	0.219150	0.6947
3089	0.220953	0.219138	0.6947
3090	0.220942	0.219127	0.6947
3091	0.220931	0.219115	0.6947
3092	0.220920	0.219103	0.6947
3093	0.220909	0.219091	0.6947
3094	0.220897	0.219079	0.6947
3095	0.220886	0.219068	0.6947
3096	0.220875	0.219056	0.6947
3097	0.220864	0.219044	0.6947
3098	0.220853	0.219032	0.6947
3099	0.220842	0.219021	0.6947
3100	0.220831	0.219009	0.6947
3101	0.220820	0.218997	0.6947
3102	0.220809	0.218985	0.6947
3103	0.220798	0.218974	0.6947
3104	0.220787	0.218962	0.6947
3105	0.220776	0.218950	0.6947
3106	0.220765	0.218939	0.6947
3107	0.220754	0.218927	0.6947
3108	0.220743	0.218916	0.6947
3109	0.220732	0.218904	0.6947
3110	0.220721	0.218892	0.6947
3111	0.220711	0.218881	0.6947
3112	0.220700	0.218869	0.6947
3113	0.220689	0.218858	0.6947
3114	0.220678	0.218846	0.6947
3115	0.220667	0.218835	0.6947
3116	0.220656	0.218823	0.6947
3117	0.220646	0.218812	0.6947
3118	0.220635	0.218800	0.6947
3119	0.220624	0.218789	0.6947
3120	0.220613	0.218777	0.6947
3121	0.220602	0.218766	0.6947
3122	0.220592	0.218755	0.6947
3123	0.220581	0.218743	0.6947
3124	0.220570	0.218732	0.6947
3125	0.220560	0.218720	0.6947
3126	0.220549	0.218709	0.6947
3127	0.220538	0.218698	0.6947
3128	0.220528	0.218686	0.6947
3129	0.220517	0.218675	0.6947
3130	0.220506	0.218664	0.6947
3131	0.220496	0.218652	0.6947
3132	0.220485	0.218641	0.6947
3133	0.220474	0.218630	0.6947
3134	0.220464	0.218619	0.6947
3135	0.220453	0.218607	0.6947
3136	0.220443	0.218596	0.6947
3137	0.220432	0.218585	0.6947
3138	0.220422	0.218574	0.6947
3139	0.220411	0.218562	0.6947
3140	0.220401	0.218551	0.6947
3141	0.220390	0.218540	0.6947
3142	0.220380	0.218529	0.6947
3143	0.220369	0.218518	0.6947
3144	0.220359	0.218507	0.6947
3145	0.220348	0.218496	0.6947
3146	0.220338	0.218484	0.6947
3147	0.220327	0.218473	0.6947
3148	0.220317	0.218462	0.6947
3149	0.220306	0.218451	0.6947
3150	0.220296	0.218440	0.6947
3151	0.220286	0.218429	0.6947
3152	0.220275	0.218418	0.6947
3153	0.220265	0.218407	0.6947
3154	0.220255	0.218396	0.6947
3155	0.220244	0.218385	0.6947
3156	0.220234	0.218374	0.6947
3157	0.220224	0.218363	0.6947
3158	0.220213	0.218352	0.6947
3159	0.220203	0.218341	0.6947
3160	0.220193	0.218330	0.6947
3161	0.220183	0.218319	0.6947
3162	0.220172	0.218309	0.6947
3163	0.220162	0.218298	0.6947
3164	0.220152	0.218287	0.6947
3165	0.220142	0.218276	0.6947
3166	0.220132	0.218265	0.6947
3167	0.220122	0.218254	0.6947
3168	0.220111	0.218243	0.6947
3169	0.220101	0.218233	0.6947
3170	0.220091	0.218222	0.6947
3171	0.220081	0.218211	0.6947
3172	0.220071	0.218200	0.6947
3173	0.220061	0.218190	0.6947
3174	0.220051	0.218179	0.6947
3175	0.220041	0.218168	0.6947
3176	0.220031	0.218157	0.6947
3177	0.220021	0.218147	0.6947
3178	0.220011	0.218136	0.6947
3179	0.220001	0.218125	0.6947
3180	0.219991	0.218115	0.6947
3181	0.219981	0.218104	0.6947
3182	0.219971	0.218093	0.6947
3183	0.219961	0.218083	0.6947
3184	0.219951	0.218072	0.6947
3185	0.219941	0.218062	0.6947
3186	0.219931	0.218051	0.6947
3187	0.219921	0.218040	0.6947
3188	0.219911	0.218030	0.6947
3189	0.219901	0.218019	0.6947
3190	0.219891	0.218009	0.6947
3191	0.219881	0.217998	0.6947
3192	0.219872	0.217988	0.6947
3193	0.219862	0.217977	0.6947
3194	0.219852	0.217967	0.6947
3195	0.219842	0.217956	0.6947
3196	0.219832	0.217946	0.6947
3197	0.219822	0.217936	0.6947
3198	0.219813	0.217925	0.6947
3199	0.219803	0.217915	0.6947
3200	0.219793	0.217904	0.6947
3201	0.219783	0.217894	0.6947
3202	0.219774	0.217884	0.6947
3203	0.219764	0.217873	0.6947
3204	0.219754	0.217863	0.6947
3205	0.219745	0.217852	0.6947
3206	0.219735	0.217842	0.6947
3207	0.219725	0.217832	0.6947
3208	0.219716	0.217822	0.6947
3209	0.219706	0.217811	0.6947
3210	0.219696	0.217801	0.6947
3211	0.219687	0.217791	0.6947
3212	0.219677	0.217780	0.6947
3213	0.219668	0.217770	0.6947
3214	0.219658	0.217760	0.6947
3215	0.219648	0.217750	0.6947
3216	0.219639	0.217740	0.6947
3217	0.219629	0.217729	0.6947
3218	0.219620	0.217719	0.6947
3219	0.219610	0.217709	0.6947
3220	0.219601	0.217699	0.6947
3221	0.219591	0.217689	0.6947
3222	0.219582	0.217679	0.6947
3223	0.219572	0.217669	0.6947
3224	0.219563	0.217659	0.6947
3225	0.219554	0.217648	0.6947
3226	0.219544	0.217638	0.6947
3227	0.219535	0.217628	0.6947
3228	0.219525	0.217618	0.6947
3229	0.219516	0.217608	0.6947
3230	0.219507	0.217598	0.6947
3231	0.219497	0.217588	0.6947
3232	0.219488	0.217578	0.6947
3233	0.219478	0.217568	0.6947
3234	0.219469	0.217558	0.6947
3235	0.219460	0.217548	0.6947
3236	0.219451	0.217538	0.6947
3237	0.219441	0.217529	0.6947
3238	0.219432	0.217519	0.6947
3239	0.219423	0.217509	0.6947
3240	0.219413	0.217499	0.6947
3241	0.219404	0.217489	0.6947
3242	0.219395	0.217479	0.6947
3243	0.219386	0.217469	0.6947
3244	0.219377	0.217459	0.6947
3245	0.219367	0.217450	0.6947
3246	0.219358	0.217440	0.6947
3247	0.219349	0.217430	0.6947
3248	0.219340	0.217420	0.6947
3249	0.219331	0.217410	0.6947
3250	0.219322	0.217401	0.6947
3251	0.219313	0.217391	0.6947
3252	0.219303	0.217381	0.6947
3253	0.219294	0.217371	0.6947
3254	0.219285	0.217362	0.6947
3255	0.219276	0.217352	0.6947
3256	0.219267	0.217342	0.6947
3257	0.219258	0.217333	0.6947
3258	0.219249	0.217323	0.6947
3259	0.219240	0.217313	0.6947
3260	0.219231	0.217304	0.6947
3261	0.219222	0.217294	0.6947
3262	0.219213	0.217285	0.6947
3263	0.219204	0.217275	0.6947
3264	0.219195	0.217265	0.6947
3265	0.219186	0.217256	0.6947
3266	0.219177	0.217246	0.6947
3267	0.219168	0.217237	0.6947
3268	0.219159	0.217227	0.6947
3269	0.219150	0.217218	0.6947
3270	0.219142	0.217208	0.6947
3271	0.219133	0.217199	0.6947
3272	0.219124	0.217189	0.6947
3273	0.219115	0.217180	0.6947
3274	0.219106	0.217170	0.6947
3275	0.219097	0.217161	0.6947
3276	0.219089	0.217151	0.6947
3277	0.219080	0.217142	0.6947
3278	0.219071	0.217132	0.6947
3279	0.219062	0.217123	0.6947
3280	0.219053	0.217114	0.6947
3281	0.219045	0.217104	0.6947
3282	0.219036	0.217095	0.6947
3283	0.219027	0.217086	0.6947
3284	0.219018	0.217076	0.6947
3285	0.219010	0.217067	0.6947
3286	0.219001	0.217058	0.6947
3287	0.218992	0.217048	0.6947
3288	0.218984	0.217039	0.6947
3289	0.218975	0.217030	0.6947
3290	0.218966	0.217020	0.6947
3291	0.218958	0.217011	0.6947
3292	0.218949	0.217002	0.6947
3293	0.218941	0.216993	0.6947
3294	0.218932	0.216984	0.6947
3295	0.218923	0.216974	0.6947
3296	0.218915	0.216965	0.6947
3297	0.218906	0.216956	0.6947
3298	0.218898	0.216947	0.6947
3299	0.218889	0.216938	0.6947
3300	0.218881	0.216928	0.6947
3301	0.218872	0.216919	0.6947
3302	0.218864	0.216910	0.6947
3303	0.218855	0.216901	0.6947
3304	0.218847	0.216892	0.6947
3305	0.218838	0.216883	0.6947
3306	0.218830	0.216874	0.6947
3307	0.218821	0.216865	0.6947
3308	0.218813	0.216856	0.6947
3309	0.218804	0.216847	0.6947
3310	0.218796	0.216838	0.6947
3311	0.218788	0.216829	0.6947
3312	0.218779	0.216820	0.6947
3313	0.218771	0.216811	0.6947
3314	0.218762	0.216802	0.6947
3315	0.218754	0.216793	0.6947
3316	0.218746	0.216784	0.6947
3317	0.218737	0.216775	0.6947
3318	0.218729	0.216766	0.6947
3319	0.218721	0.216757	0.6947
3320	0.218713	0.216748	0.6947
3321	0.218704	0.216739	0.6947
3322	0.218696	0.216730	0.6947
3323	0.218688	0.216721	0.6947
3324	0.218679	0.216713	0.6947
3325	0.218671	0.216704	0.6947
3326	0.218663	0.216695	0.6947
3327	0.218655	0.216686	0.6947
3328	0.218647	0.216677	0.6947
3329	0.218638	0.216669	0.6947
3330	0.218630	0.216660	0.6947
3331	0.218622	0.216651	0.6947
3332	0.218614	0.216642	0.6947
3333	0.218606	0.216633	0.6947
3334	0.218598	0.216625	0.6947
3335	0.218589	0.216616	0.6947
3336	0.218581	0.216607	0.6947
3337	0.218573	0.216599	0.6947
3338	0.218565	0.216590	0.6947
3339	0.218557	0.216581	0.6947
3340	0.218549	0.216573	0.6947
3341	0.218541	0.216564	0.6947
3342	0.218533	0.216555	0.6947
3343	0.218525	0.216547	0.6947
3344	0.218517	0.216538	0.6947
3345	0.218509	0.216529	0.6947
3346	0.218501	0.216521	0.6947
3347	0.218493	0.216512	0.6947
3348	0.218485	0.216504	0.6947
3349	0.218477	0.216495	0.6947
3350	0.218469	0.216487	0.6947
3351	0.218461	0.216478	0.6947
3352	0.218453	0.216470	0.6947
3353	0.218445	0.216461	0.6947
3354	0.218437	0.216453	0.6947
3355	0.218429	0.216444	0.6947
3356	0.218422	0.216436	0.6947
3357	0.218414	0.216427	0.6947
3358	0.218406	0.216419	0.6947
3359	0.218398	0.216410	0.6947
3360	0.218390	0.216402	0.6947
3361	0.218382	0.216393	0.6947
3362	0.218375	0.216385	0.6947
3363	0.218367	0.216377	0.6947
3364	0.218359	0.216368	0.6947
3365	0.218351	0.216360	0.6947
3366	0.218343	0.216351	0.6947
3367	0.218336	0.216343	0.6947
3368	0.218328	0.216335	0.6947
3369	0.218320	0.216326	0.6947
3370	0.218312	0.216318	0.6947
3371	0.218305	0.216310	0.6947
3372	0.218297	0.216301	0.6947
3373	0.218289	0.216293	0.6947
3374	0.218282	0.216285	0.6947
3375	0.218274	0.216277	0.6947
3376	0.218266	0.216268	0.6947
3377	0.218259	0.216260	0.6947
3378	0.218251	0.216252	0.6947
3379	0.218243	0.216244	0.6947
3380	0.218236	0.216236	0.6947
3381	0.218228	0.216227	0.6947
3382	0.218221	0.216219	0.6947
3383	0.218213	0.216211	0.6947
3384	0.218205	0.216203	0.6947
